Date,Open,High,Low,Close,Volume
12/30/2022,"5,000","5,025","4,963","4,963","40,655,800"
12/29/2022,"4,950","4,988","4,938","4,988","56,981,398"
12/28/2022,"5,000","5,000","4,925","4,988","37,694,602"
12/27/2022,"5,025","5,025","4,938","4,975","46,276,800"
12/26/2022,"4,988","5,025","4,975","5,025","19,580,000"
12/23/2022,"4,950","5,000","4,950","4,963","38,571,200"
12/22/2022,"5,050","5,050","4,975","4,975","65,633,204"
12/21/2022,"5,063","5,063","5,000","5,000","37,955,602"
12/20/2022,"5,000","5,025","4,975","5,025","56,641,200"
12/19/2022,"5,000","5,038","4,950","5,000","88,017,000"
12/16/2022,"4,913","5,050","4,913","5,050","430,636,812"
12/15/2022,"4,950","5,013","4,950","4,950","66,457,602"
12/14/2022,"5,038","5,050","4,975","4,975","162,691,390"
12/13/2022,"4,888","5,000","4,888","4,950","200,592,188"
12/12/2022,"4,913","5,000","4,888","4,975","165,799,204"
12/09/2022,"4,975","5,025","4,913","4,963","220,816,984"
12/08/2022,"5,038","5,113","4,988","5,025","258,262,204"
12/07/2022,"5,313","5,350","5,188","5,188","173,353,796"
12/06/2022,"5,438","5,500","5,363","5,450","139,360,188"
12/05/2022,"5,325","5,500","5,288","5,438","167,725,594"
12/02/2022,"5,200","5,263","5,163","5,263","70,813,204"
12/01/2022,"5,263","5,325","5,200","5,200","118,047,398"
11/30/2022,"5,163","5,400","5,163","5,263","234,343,204"
11/29/2022,"5,125","5,225","5,100","5,163","65,805,204"
11/28/2022,"5,088","5,138","5,063","5,063","54,058,398"
11/25/2022,"5,113","5,113","5,050","5,088","64,423,398"
11/24/2022,"5,113","5,150","5,100","5,113","73,134,602"
11/23/2022,"5,063","5,150","5,063","5,100","80,261,602"
11/22/2022,"5,025","5,125","5,025","5,063","79,850,602"
11/21/2022,"5,088","5,100","5,013","5,050","64,130,398"
11/18/2022,"4,975","5,113","4,963","5,088","111,646,602"
11/17/2022,"4,925","5,013","4,925","4,950","167,627,016"
11/16/2022,"5,050","5,088","4,950","5,000","128,290,000"
11/15/2022,"5,150","5,150","5,050","5,125","68,659,796"
11/14/2022,"5,275","5,275","5,075","5,125","73,954,398"
11/11/2022,"5,150","5,225","5,113","5,213","102,008,204"
11/10/2022,"5,025","5,075","5,000","5,050","53,258,398"
11/09/2022,"5,025","5,075","5,025","5,075","47,777,602"
11/08/2022,"5,138","5,138","5,038","5,075","39,596,200"
11/07/2022,"5,088","5,125","5,000","5,125","81,862,000"
11/04/2022,"5,013","5,075","5,000","5,075","61,490,000"
11/03/2022,"4,975","5,100","4,975","5,088","105,334,602"
11/02/2022,"5,188","5,200","4,988","5,038","113,937,398"
11/01/2022,"5,300","5,300","5,113","5,200","101,031,602"
10/31/2022,"5,150","5,275","5,113","5,275","138,122,204"
10/28/2022,"5,063","5,113","5,050","5,100","83,858,796"
10/27/2022,"5,100","5,163","5,025","5,100","84,533,796"
10/26/2022,"5,113","5,125","5,000","5,100","70,245,204"
10/25/2022,"5,138","5,225","5,113","5,113","83,419,796"
10/24/2022,"5,163","5,250","5,125","5,125","102,168,000"
10/21/2022,"5,000","5,225","4,963","5,175","183,987,812"
10/20/2022,"4,675","4,963","4,675","4,950","102,422,398"
10/19/2022,"4,688","4,788","4,663","4,738","71,544,796"
10/18/2022,"4,750","4,788","4,725","4,750","67,904,398"
10/17/2022,"4,725","4,738","4,650","4,725","60,905,200"
10/14/2022,"4,825","4,825","4,688","4,700","106,772,000"
10/13/2022,"4,750","4,775","4,663","4,738","58,832,000"
10/12/2022,"4,688","4,750","4,650","4,713","118,731,398"
10/11/2022,"4,713","4,713","4,625","4,650","71,925,602"
10/10/2022,"4,688","4,700","4,638","4,650","55,465,000"
10/07/2022,"4,663","4,713","4,638","4,713","51,267,000"
10/06/2022,"4,650","4,663","4,613","4,663","43,279,200"
10/05/2022,"4,650","4,738","4,638","4,638","75,891,602"
10/04/2022,"4,650","4,688","4,613","4,613","90,247,000"
10/03/2022,"4,663","4,688","4,613","4,638","54,662,398"
09/30/2022,"4,650","4,713","4,613","4,713","113,501,000"
09/29/2022,"4,675","4,688","4,600","4,625","67,945,204"
09/28/2022,"4,725","4,800","4,638","4,650","133,085,000"
09/27/2022,"4,625","4,675","4,600","4,675","130,959,398"
09/26/2022,"4,563","4,688","4,475","4,625","133,769,594"
09/23/2022,"4,600","4,625","4,575","4,600","61,877,000"
09/22/2022,"4,638","4,650","4,588","4,600","96,479,204"
09/21/2022,"4,575","4,638","4,550","4,638","71,044,398"
09/20/2022,"4,663","4,688","4,600","4,600","140,752,188"
09/19/2022,"4,625","4,650","4,575","4,613","137,396,610"
09/16/2022,"4,638","4,650","4,513","4,550","167,812,610"
09/15/2022,"4,700","4,750","4,650","4,675","156,750,594"
09/14/2022,"4,638","4,700","4,600","4,650","119,631,204"
09/13/2022,"4,625","4,750","4,613","4,725","185,487,812"
09/12/2022,"4,575","4,600","4,538","4,588","110,819,000"
09/09/2022,"4,538","4,550","4,475","4,538","128,510,796"
09/08/2022,"4,450","4,550","4,413","4,475","96,931,000"
09/07/2022,"4,388","4,438","4,363","4,438","87,439,796"
09/06/2022,"4,488","4,500","4,400","4,413","65,354,000"
09/05/2022,"4,425","4,500","4,400","4,475","60,491,000"
09/02/2022,"4,488","4,500","4,363","4,425","83,168,796"
09/01/2022,"4,425","4,475","4,338","4,463","120,967,796"
08/31/2022,"4,250","4,425","4,225","4,425","151,631,594"
08/30/2022,"4,313","4,375","4,288","4,325","97,630,796"
08/29/2022,"4,200","4,300","4,175","4,275","73,768,204"
08/26/2022,"4,313","4,325","4,250","4,250","82,356,602"
08/25/2022,"4,275","4,313","4,213","4,288","77,254,796"
08/24/2022,"4,300","4,350","4,275","4,313","60,958,200"
08/23/2022,"4,250","4,338","4,225","4,313","95,553,398"
08/22/2022,"4,213","4,275","4,175","4,263","121,399,796"
08/19/2022,"4,300","4,325","4,250","4,250","48,290,200"
08/18/2022,"4,388","4,400","4,288","4,300","116,693,204"
08/16/2022,"4,275","4,325","4,238","4,263","109,260,398"
08/15/2022,"4,225","4,275","4,200","4,225","44,464,800"
08/12/2022,"4,263","4,288","4,213","4,238","63,547,200"
08/11/2022,"4,313","4,338","4,213","4,263","106,627,398"
08/10/2022,"4,175","4,300","4,125","4,300","79,950,204"
