Date,Open,High,Low,Close,Volume
08/21/2017,"3,263","3,313","3,263","3,300","56,732,800"
08/18/2017,"3,300","3,300","3,269","3,275","143,414,408"
08/16/2017,"3,331","3,331","3,313","3,331","40,337,200"
08/15/2017,"3,331","3,331","3,319","3,325","47,208,800"
08/14/2017,"3,300","3,325","3,300","3,313","77,951,600"
08/11/2017,"3,313","3,325","3,288","3,300","111,049,204"
08/10/2017,"3,375","3,375","3,319","3,331","41,486,400"
08/09/2017,"3,363","3,375","3,313","3,350","49,458,800"
08/08/2017,"3,294","3,356","3,288","3,356","58,065,600"
08/07/2017,"3,263","3,306","3,263","3,294","71,766,796"
08/04/2017,"3,263","3,331","3,263","3,269","62,769,600"
08/03/2017,"3,300","3,325","3,275","3,281","75,375,204"
08/02/2017,"3,375","3,375","3,313","3,319","65,299,600"
08/01/2017,"3,419","3,419","3,350","3,350","29,979,200"
07/31/2017,"3,350","3,413","3,325","3,413","85,417,600"
07/28/2017,"3,363","3,363","3,306","3,344","87,392,796"
07/27/2017,"3,338","3,363","3,325","3,344","74,731,600"
07/26/2017,"3,300","3,363","3,300","3,338","114,075,600"
07/25/2017,"3,275","3,338","3,275","3,338","56,757,200"
07/24/2017,"3,256","3,319","3,250","3,319","68,629,600"
07/21/2017,"3,331","3,375","3,263","3,263","62,956,800"
07/20/2017,"3,331","3,375","3,325","3,375","31,556,800"
07/19/2017,"3,394","3,394","3,313","3,331","47,982,400"
07/18/2017,"3,375","3,381","3,356","3,381","17,110,400"
07/17/2017,"3,388","3,394","3,363","3,394","28,083,200"
07/14/2017,"3,363","3,388","3,300","3,388","23,547,200"
07/13/2017,"3,325","3,350","3,263","3,350","102,872,000"
07/12/2017,"3,213","3,313","3,213","3,306","33,112,400"
07/11/2017,"3,250","3,263","3,219","3,244","49,422,400"
07/10/2017,"3,250","3,325","3,250","3,275","44,381,600"
07/07/2017,"3,275","3,344","3,275","3,313","94,396,000"
07/06/2017,"3,331","3,363","3,325","3,331","68,512,000"
07/05/2017,"3,369","3,369","3,306","3,331","156,807,204"
07/04/2017,"3,331","3,375","3,300","3,375","65,585,600"
07/03/2017,"3,194","3,375","3,169","3,375","116,340,400"
06/22/2017,"3,175","3,188","3,138","3,188","140,644,408"
06/21/2017,"3,113","3,175","3,106","3,175","194,634,408"
06/20/2017,"3,113","3,131","3,069","3,131","69,688,000"
06/19/2017,"3,119","3,131","3,100","3,119","30,677,600"
06/16/2017,"3,113","3,125","3,081","3,119","87,512,000"
06/15/2017,"3,125","3,188","3,113","3,125","93,786,796"
06/14/2017,"3,081","3,138","3,075","3,125","47,202,400"
06/13/2017,"3,038","3,106","3,038","3,063","33,952,400"
06/12/2017,"3,069","3,081","3,056","3,056","25,720,400"
06/09/2017,"3,075","3,113","3,050","3,056","32,254,000"
06/08/2017,"3,088","3,100","3,050","3,081","71,202,796"
06/07/2017,"3,088","3,125","3,088","3,100","49,370,800"
06/06/2017,"3,144","3,181","3,094","3,125","28,721,200"
06/05/2017,"3,150","3,194","3,144","3,169","47,045,600"
06/02/2017,"3,213","3,213","3,125","3,150","59,829,200"
05/31/2017,"3,125","3,150","3,088","3,150","85,243,600"
05/30/2017,"3,063","3,119","3,063","3,106","40,218,400"
05/29/2017,"3,075","3,100","3,038","3,088","46,562,000"
05/26/2017,"3,119","3,125","3,025","3,038","57,578,000"
05/24/2017,"3,013","3,100","3,000","3,100","50,502,800"
05/23/2017,"3,131","3,144","3,025","3,063","73,616,400"
05/22/2017,"3,300","3,325","3,100","3,131","102,829,204"
05/19/2017,"3,038","3,319","2,994","3,225","113,093,204"
05/18/2017,"3,000","3,038","2,963","3,038","35,564,400"
05/17/2017,"2,994","3,013","2,950","3,000","84,887,204"
05/16/2017,"3,031","3,038","2,988","2,994","75,918,000"
05/15/2017,"3,025","3,031","2,988","3,031","45,706,000"
05/12/2017,"3,044","3,044","2,988","3,000","97,264,400"
05/10/2017,"3,025","3,025","2,981","3,006","78,420,400"
05/09/2017,"3,013","3,038","3,000","3,000","60,982,800"
05/08/2017,"3,025","3,069","3,013","3,013","150,575,204"
05/05/2017,"2,938","3,031","2,938","2,994","146,848,408"
05/04/2017,"2,906","2,956","2,906","2,925","134,070,000"
05/03/2017,"2,913","2,913","2,875","2,894","99,818,796"
05/02/2017,"2,925","2,931","2,919","2,919","83,054,400"
04/28/2017,"2,919","2,938","2,913","2,925","83,747,600"
04/27/2017,"2,925","2,963","2,925","2,931","106,382,000"
04/26/2017,"2,925","3,069","2,925","2,956","319,850,408"
04/25/2017,"2,894","2,925","2,869","2,888","149,208,000"
04/21/2017,"2,894","2,919","2,850","2,850","38,329,600"
04/20/2017,"2,925","2,938","2,863","2,881","81,478,400"
04/18/2017,"2,925","2,963","2,906","2,938","89,368,000"
04/17/2017,"2,925","2,925","2,881","2,906","19,153,200"
04/13/2017,"2,950","2,963","2,875","2,913","56,194,400"
04/12/2017,"2,919","2,950","2,919","2,925","32,561,600"
04/11/2017,"3,000","3,000","2,925","2,938","43,113,200"
04/10/2017,"3,056","3,069","2,988","3,013","36,636,800"
04/07/2017,"3,075","3,106","3,050","3,050","79,835,600"
04/06/2017,"2,975","3,106","2,956","3,106","87,415,600"
04/05/2017,"2,963","2,975","2,931","2,975","55,031,600"
04/04/2017,"2,913","2,988","2,913","2,938","77,408,796"
04/03/2017,"2,950","2,963","2,900","2,938","58,964,400"
03/31/2017,"2,938","2,944","2,925","2,925","63,985,600"
03/30/2017,"2,944","2,963","2,906","2,944","32,032,000"
03/29/2017,"2,975","2,975","2,919","2,944","55,658,000"
03/27/2017,"2,950","2,963","2,925","2,925","43,376,800"
03/24/2017,"2,994","2,994","2,938","2,975","101,622,400"
03/23/2017,"2,963","3,006","2,963","2,975","164,951,592"
03/22/2017,"2,888","2,956","2,869","2,944","137,866,408"
03/21/2017,"2,963","2,975","2,938","2,950","98,651,204"
03/20/2017,"2,931","2,975","2,906","2,944","84,118,000"
03/17/2017,"2,913","2,925","2,888","2,906","115,811,204"
03/16/2017,"2,894","2,913","2,881","2,894","124,136,796"
03/15/2017,"2,875","2,894","2,844","2,863","38,783,600"
03/14/2017,"2,825","2,863","2,825","2,856","32,416,800"
03/13/2017,"2,800","2,850","2,800","2,850","45,914,400"
03/10/2017,"2,850","2,850","2,831","2,850","22,744,800"
03/09/2017,"2,813","2,844","2,813","2,844","14,298,400"
03/08/2017,"2,844","2,850","2,831","2,831","33,371,200"
03/07/2017,"2,800","2,838","2,800","2,831","86,823,204"
03/06/2017,"2,838","2,844","2,806","2,825","42,578,400"
03/03/2017,"2,813","2,844","2,800","2,838","29,331,600"
03/02/2017,"2,844","2,863","2,831","2,831","57,482,800"
03/01/2017,"2,850","2,850","2,806","2,838","91,156,400"
02/28/2017,"2,825","2,850","2,800","2,825","43,444,400"
02/27/2017,"2,794","2,806","2,794","2,794","30,397,600"
02/24/2017,"2,819","2,819","2,775","2,775","59,158,000"
02/23/2017,"2,788","2,819","2,788","2,788","43,852,800"
02/22/2017,"2,813","2,825","2,775","2,825","106,237,204"
02/21/2017,"2,825","2,825","2,775","2,788","50,008,400"
02/20/2017,"2,800","2,819","2,775","2,819","72,190,000"
02/17/2017,"2,800","2,800","2,750","2,769","103,224,000"
02/16/2017,"2,825","2,838","2,725","2,800","207,778,000"
02/14/2017,"2,863","2,869","2,838","2,856","79,745,204"
02/13/2017,"2,894","2,900","2,856","2,863","81,397,204"
02/10/2017,"2,900","2,900","2,838","2,850","96,540,400"
02/09/2017,"2,850","2,894","2,850","2,869","97,844,000"
02/08/2017,"2,838","2,838","2,794","2,806","109,655,204"
02/07/2017,"2,844","2,863","2,831","2,850","117,718,796"
02/06/2017,"2,788","2,850","2,788","2,844","198,014,408"
02/03/2017,"2,769","2,775","2,750","2,769","111,316,000"
02/02/2017,"2,744","2,763","2,738","2,750","79,610,000"
02/01/2017,"2,744","2,756","2,731","2,744","117,245,600"
01/31/2017,"2,744","2,756","2,725","2,725","38,055,600"
01/30/2017,"2,763","2,769","2,744","2,756","35,440,400"
01/27/2017,"2,744","2,756","2,738","2,744","24,174,800"
01/26/2017,"2,738","2,756","2,725","2,725","49,446,000"
01/25/2017,"2,750","2,763","2,744","2,750","76,550,000"
01/24/2017,"2,750","2,763","2,738","2,750","83,274,400"
01/23/2017,"2,725","2,763","2,725","2,744","16,690,800"
01/20/2017,"2,763","2,769","2,738","2,750","40,007,200"
01/19/2017,"2,775","2,794","2,750","2,763","72,744,000"
01/18/2017,"2,750","2,781","2,738","2,763","94,687,204"
01/17/2017,"2,725","2,756","2,725","2,731","62,045,200"
01/16/2017,"2,813","2,813","2,725","2,731","77,629,204"
01/13/2017,"2,869","2,869","2,775","2,775","56,228,800"
01/12/2017,"2,850","2,869","2,825","2,825","29,136,000"
01/11/2017,"2,856","2,900","2,844","2,844","68,727,204"
01/10/2017,"2,844","2,850","2,813","2,850","24,804,800"
01/09/2017,"2,856","2,856","2,806","2,819","36,349,200"
01/06/2017,"2,838","2,856","2,819","2,844","54,337,600"
01/05/2017,"2,800","2,831","2,788","2,813","66,554,400"
01/04/2017,"2,825","2,838","2,781","2,838","41,110,400"
01/03/2017,"2,894","2,894","2,800","2,825","50,412,000"
