Date,Open,High,Low,Close,Volume
11/01/2018,"3,450","3,675","3,438","3,613","185,151,812"
10/31/2018,"3,288","3,425","3,275","3,425","111,265,398"
10/30/2018,"3,250","3,263","3,213","3,263","34,731,200"
10/29/2018,"3,213","3,250","3,200","3,200","40,472,000"
10/26/2018,"3,238","3,250","3,200","3,225","39,723,200"
10/25/2018,"3,125","3,238","3,125","3,238","62,781,602"
10/24/2018,"3,213","3,238","3,163","3,163","33,969,398"
10/23/2018,"3,225","3,238","3,213","3,213","25,707,400"
10/22/2018,"3,225","3,263","3,188","3,225","36,415,602"
10/19/2018,"3,225","3,250","3,188","3,225","47,990,000"
10/18/2018,"3,250","3,300","3,200","3,250","39,270,000"
10/17/2018,"3,300","3,325","3,263","3,288","43,108,000"
10/16/2018,"3,200","3,250","3,200","3,250","29,777,600"
10/15/2018,"3,250","3,263","3,188","3,188","40,880,398"
10/12/2018,"3,138","3,238","3,138","3,200","70,297,204"
10/11/2018,"3,125","3,175","3,100","3,138","64,054,000"
10/10/2018,"3,200","3,263","3,188","3,238","39,230,800"
10/09/2018,"3,100","3,188","3,100","3,175","40,331,398"
10/08/2018,"3,138","3,150","3,100","3,100","55,327,602"
10/05/2018,"3,113","3,175","3,088","3,138","67,792,398"
10/04/2018,"3,200","3,213","3,113","3,113","116,478,398"
10/03/2018,"3,200","3,288","3,200","3,250","68,383,398"
10/02/2018,"3,350","3,350","3,213","3,225","120,652,796"
10/01/2018,"3,300","3,400","3,300","3,350","66,513,398"
09/28/2018,"3,300","3,375","3,300","3,363","101,686,796"
09/27/2018,"3,300","3,363","3,275","3,313","82,349,796"
09/26/2018,"3,288","3,363","3,288","3,300","32,016,600"
09/25/2018,"3,338","3,375","3,263","3,313","46,091,398"
09/24/2018,"3,425","3,450","3,338","3,375","81,188,204"
09/21/2018,"3,375","3,475","3,363","3,425","124,841,796"
09/20/2018,"3,213","3,338","3,213","3,338","99,827,000"
09/19/2018,"3,225","3,225","3,188","3,200","42,616,398"
09/18/2018,"3,225","3,263","3,163","3,188","101,172,796"
09/17/2018,"3,325","3,338","3,213","3,225","88,368,204"
09/14/2018,"3,338","3,375","3,300","3,375","30,656,000"
09/13/2018,"3,238","3,313","3,225","3,288","36,668,602"
09/12/2018,"3,288","3,313","3,188","3,188","46,357,000"
09/10/2018,"3,250","3,300","3,213","3,288","37,301,800"
09/07/2018,"3,250","3,325","3,225","3,313","75,525,398"
09/06/2018,"3,100","3,275","3,100","3,275","96,306,204"
09/05/2018,"3,250","3,263","3,100","3,163","83,838,602"
09/04/2018,"3,363","3,375","3,225","3,288","59,803,000"
09/03/2018,"3,450","3,450","3,350","3,350","55,590,200"
08/31/2018,"3,350","3,450","3,338","3,450","110,408,204"
08/30/2018,"3,500","3,513","3,400","3,425","52,753,200"
08/29/2018,"3,488","3,513","3,463","3,500","55,272,602"
08/28/2018,"3,500","3,513","3,450","3,500","80,591,204"
08/27/2018,"3,413","3,488","3,388","3,488","84,503,204"
08/24/2018,"3,400","3,425","3,375","3,388","75,683,204"
08/23/2018,"3,400","3,425","3,350","3,425","98,059,796"
08/21/2018,"3,375","3,388","3,338","3,350","62,399,200"
08/20/2018,"3,475","3,475","3,350","3,363","81,139,204"
